,Game Date,Box Score,Team,Player1,Player2,Player3,Player4,Player5
75,2016-04-01,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
76,2016-04-02,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
77,2016-04-05,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
78,2016-04-06,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
79,2016-04-08,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
80,2016-04-12,Box Score,DET,S. Blake,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris
81,2016-04-13,Box Score,DET,A. Baynes,S. Blake,D. Hilliard,S. Johnson,A. Tolliver
0,2016-10-26,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
1,2016-10-28,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
2,2016-10-30,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
3,2016-11-01,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
4,2016-11-02,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
5,2016-11-05,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
6,2016-11-07,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
7,2016-11-09,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
8,2016-11-11,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
9,2016-11-12,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
10,2016-11-14,Box Score,DET,A. Baynes,K. Caldwell-Pope,T. Harris,M. Morris,I. Smith
11,2016-11-16,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
12,2016-11-18,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
13,2016-11-19,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
14,2016-11-21,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
15,2016-11-23,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
16,2016-11-25,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
17,2016-11-26,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
18,2016-11-29,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
19,2016-11-30,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
20,2016-12-02,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
21,2016-12-04,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
22,2016-12-06,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
23,2016-12-07,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
24,2016-12-09,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
25,2016-12-11,Box Score,DET,A. Drummond,T. Harris,D. Hilliard,R. Jackson,M. Morris
26,2016-12-14,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
27,2016-12-16,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
28,2016-12-17,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
29,2016-12-19,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
30,2016-12-21,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
31,2016-12-23,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
32,2016-12-26,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
33,2016-12-28,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
34,2016-12-30,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,J. Leuer
35,2017-01-01,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
36,2017-01-03,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
37,2017-01-05,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
38,2017-01-08,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
39,2017-01-10,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
40,2017-01-12,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
41,2017-01-13,Box Score,DET,A. Baynes,A. Drummond,T. Harris,R. Jackson,M. Morris
42,2017-01-15,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,M. Morris
43,2017-01-18,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,M. Morris
44,2017-01-21,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,M. Morris
45,2017-01-23,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
46,2017-01-28,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
47,2017-01-30,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
48,2017-02-01,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
49,2017-02-03,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
50,2017-02-04,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
51,2017-02-06,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
52,2017-02-08,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
53,2017-02-10,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
54,2017-02-12,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
55,2017-02-13,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
56,2017-02-15,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
57,2017-02-23,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
58,2017-02-26,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
59,2017-02-28,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
60,2017-03-01,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
61,2017-03-04,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
62,2017-03-06,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
63,2017-03-08,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
64,2017-03-09,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
65,2017-03-11,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
66,2017-03-14,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
67,2017-03-15,Box Score,DET,K. Caldwell-Pope,A. Drummond,R. Jackson,J. Leuer,M. Morris
68,2017-03-17,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
69,2017-03-19,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
70,2017-03-21,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,R. Jackson,M. Morris
71,2017-03-22,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
72,2017-03-24,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
73,2017-03-27,Box Score,DET,K. Caldwell-Pope,A. Drummond,T. Harris,M. Morris,I. Smith
74,2017-03-28,Box Score,DET,K. Caldwell-Pope,A. Drummond,J. Leuer,M. Morris,I. Smith
75,2017-03-30,Box Score,DET,K. Caldwell-Pope,A. Drummond,J. Leuer,M. Morris,I. Smith
76,2017-03-31,Box Score,DET,K. Caldwell-Pope,A. Drummond,J. Leuer,M. Morris,I. Smith
77,2017-04-05,Box Score,DET,R. Bullock,A. Drummond,J. Leuer,M. Morris,I. Smith
78,2017-04-07,Box Score,DET,K. Caldwell-Pope,A. Drummond,H. Ellenson,M. Morris,I. Smith
79,2017-04-09,Box Score,DET,R. Bullock,A. Drummond,T. Harris,J. Leuer,I. Smith
80,2017-04-10,Box Score,DET,K. Caldwell-Pope,A. Drummond,H. Ellenson,M. Morris,I. Smith
81,2017-04-12,Box Score,DET,K. Caldwell-Pope,A. Drummond,S. Johnson,J. Leuer,I. Smith
0,2017-10-18,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
1,2017-10-20,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
2,2017-10-21,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
3,2017-10-23,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
4,2017-10-25,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
5,2017-10-28,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
6,2017-10-29,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
7,2017-10-31,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
8,2017-11-03,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
9,2017-11-04,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
10,2017-11-08,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,R. Jackson
11,2017-11-10,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,R. Jackson
12,2017-11-12,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,R. Jackson
13,2017-11-15,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
14,2017-11-17,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
15,2017-11-19,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
16,2017-11-20,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
17,2017-11-24,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
18,2017-11-27,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
19,2017-11-29,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
20,2017-12-01,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
21,2017-12-02,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
22,2017-12-04,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,A. Tolliver
23,2017-12-06,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
24,2017-12-08,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
25,2017-12-10,Box Score,DET,A. Bradley,A. Drummond,T. Harris,R. Jackson,S. Johnson
26,2017-12-12,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,R. Jackson
27,2017-12-14,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,R. Jackson
28,2017-12-15,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,L. Kennard
29,2017-12-17,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,L. Kennard
30,2017-12-20,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,A. Tolliver
31,2017-12-22,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,A. Tolliver
32,2017-12-26,Box Score,DET,R. Bullock,A. Drummond,T. Harris,R. Jackson,L. Kennard
33,2017-12-28,Box Score,DET,R. Bullock,A. Drummond,T. Harris,L. Kennard,I. Smith
34,2017-12-30,Box Score,DET,R. Bullock,A. Drummond,T. Harris,I. Smith,A. Tolliver
35,2018-01-03,Box Score,DET,A. Bradley,R. Bullock,T. Harris,B. Marjanović,I. Smith
36,2018-01-05,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
37,2018-01-06,Box Score,DET,A. Bradley,R. Bullock,T. Harris,E. Moreland,I. Smith
38,2018-01-08,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
39,2018-01-10,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
40,2018-01-13,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
41,2018-01-15,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
42,2018-01-17,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
43,2018-01-19,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
44,2018-01-21,Box Score,DET,A. Bradley,R. Bullock,A. Drummond,T. Harris,I. Smith
45,2018-01-24,Box Score,DET,A. Bradley,A. Drummond,L. Galloway,T. Harris,S. Johnson
46,2018-01-27,Box Score,DET,A. Bradley,A. Drummond,L. Galloway,T. Harris,S. Johnson
47,2018-01-28,Box Score,DET,R. Bullock,A. Drummond,T. Harris,I. Smith,A. Tolliver
48,2018-01-30,Box Score,DET,R. Bullock,A. Drummond,S. Johnson,I. Smith,A. Tolliver
49,2018-02-01,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
50,2018-02-03,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
51,2018-02-05,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
52,2018-02-07,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
53,2018-02-09,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
54,2018-02-11,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
55,2018-02-12,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
56,2018-02-14,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
57,2018-02-23,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
58,2018-02-25,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
59,2018-02-26,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
60,2018-02-28,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
61,2018-03-02,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
62,2018-03-03,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
63,2018-03-05,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
64,2018-03-07,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,L. Kennard,I. Smith
65,2018-03-09,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
66,2018-03-13,Box Score,DET,A. Drummond,J. Ennis,B. Griffin,S. Johnson,I. Smith
67,2018-03-15,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
68,2018-03-17,Box Score,DET,R. Bullock,A. Drummond,J. Ennis,B. Griffin,I. Smith
69,2018-03-19,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,S. Johnson,I. Smith
70,2018-03-20,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
71,2018-03-22,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
72,2018-03-24,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
73,2018-03-26,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
74,2018-03-29,Box Score,DET,R. Bullock,A. Drummond,R. Jackson,S. Johnson,A. Tolliver
75,2018-03-31,Box Score,DET,R. Bullock,A. Drummond,R. Jackson,S. Johnson,A. Tolliver
76,2018-04-01,Box Score,DET,R. Bullock,A. Drummond,R. Jackson,S. Johnson,A. Tolliver
77,2018-04-04,Box Score,DET,R. Bullock,A. Drummond,R. Jackson,S. Johnson,A. Tolliver
78,2018-04-06,Box Score,DET,A. Drummond,R. Jackson,S. Johnson,L. Kennard,A. Tolliver
79,2018-04-08,Box Score,DET,A. Drummond,R. Jackson,S. Johnson,L. Kennard,A. Tolliver
80,2018-04-09,Box Score,DET,R. Jackson,S. Johnson,L. Kennard,E. Moreland,A. Tolliver
81,2018-04-11,Box Score,DET,R. Jackson,S. Johnson,L. Kennard,E. Moreland,A. Tolliver
0,2018-10-17,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,L. Kennard
1,2018-10-20,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
2,2018-10-23,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
3,2018-10-25,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
4,2018-10-27,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
5,2018-10-30,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
6,2018-10-31,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,S. Johnson
7,2018-11-03,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,S. Johnson
8,2018-11-05,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,G. Robinson
9,2018-11-07,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
10,2018-11-09,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
11,2018-11-11,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
12,2018-11-14,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
13,2018-11-19,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
14,2018-11-21,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
15,2018-11-23,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
16,2018-11-25,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
17,2018-11-27,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
18,2018-11-30,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
19,2018-12-01,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
20,2018-12-03,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,G. Robinson
21,2018-12-05,Box Score,DET,A. Drummond,L. Galloway,B. Griffin,R. Jackson,G. Robinson
22,2018-12-07,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,G. Robinson
23,2018-12-09,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,G. Robinson
24,2018-12-10,Box Score,DET,B. Brown,A. Drummond,R. Jackson,L. Kennard,J. Leuer
25,2018-12-12,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,L. Kennard
26,2018-12-15,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,L. Kennard
27,2018-12-17,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,L. Kennard
28,2018-12-19,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,L. Kennard
29,2018-12-21,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,L. Kennard
30,2018-12-23,Box Score,DET,R. Bullock,A. Drummond,B. Griffin,R. Jackson,L. Kennard
31,2018-12-26,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
32,2018-12-28,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
33,2018-12-30,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
34,2019-01-01,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
35,2019-01-02,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
36,2019-01-05,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
37,2019-01-07,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
38,2019-01-09,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
39,2019-01-10,Box Score,DET,B. Brown,R. Bullock,A. Drummond,R. Jackson,L. Kennard
40,2019-01-12,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
41,2019-01-14,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
42,2019-01-16,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
43,2019-01-18,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
44,2019-01-19,Box Score,DET,B. Brown,R. Bullock,B. Griffin,R. Jackson,Z. Pachulia
45,2019-01-21,Box Score,DET,B. Brown,R. Bullock,B. Griffin,R. Jackson,Z. Pachulia
46,2019-01-23,Box Score,DET,B. Brown,R. Bullock,B. Griffin,R. Jackson,Z. Pachulia
47,2019-01-25,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
48,2019-01-29,Box Score,DET,A. Drummond,L. Galloway,B. Griffin,R. Jackson,G. Robinson
49,2019-01-31,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
50,2019-02-02,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
51,2019-02-04,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
52,2019-02-05,Box Score,DET,B. Brown,R. Bullock,A. Drummond,B. Griffin,R. Jackson
53,2019-02-08,Box Score,DET,B. Brown,A. Drummond,L. Galloway,B. Griffin,R. Jackson
54,2019-02-11,Box Score,DET,B. Brown,A. Drummond,L. Galloway,B. Griffin,R. Jackson
55,2019-02-13,Box Score,DET,B. Brown,A. Drummond,B. Griffin,R. Jackson,L. Kennard
56,2019-02-22,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
57,2019-02-23,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
58,2019-02-25,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
59,2019-02-27,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
60,2019-03-02,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
61,2019-03-03,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
62,2019-03-06,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
63,2019-03-08,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
64,2019-03-10,Box Score,DET,A. Drummond,W. Ellington,B. Griffin,R. Jackson,G. Robinson
65,2019-03-11,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
66,2019-03-13,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
67,2019-03-15,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
68,2019-03-17,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
69,2019-03-18,Box Score,DET,B. Brown,A. Drummond,W. Ellington,R. Jackson,T. Maker
70,2019-03-21,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
71,2019-03-23,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
72,2019-03-24,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
73,2019-03-26,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
74,2019-03-28,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
75,2019-03-30,Box Score,DET,B. Brown,A. Drummond,W. Ellington,R. Jackson,T. Maker
76,2019-04-01,Box Score,DET,B. Brown,A. Drummond,W. Ellington,R. Jackson,T. Maker
77,2019-04-03,Box Score,DET,B. Brown,A. Drummond,W. Ellington,R. Jackson,T. Maker
78,2019-04-05,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
79,2019-04-07,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
80,2019-04-09,Box Score,DET,B. Brown,A. Drummond,W. Ellington,B. Griffin,R. Jackson
81,2019-04-10,Box Score,DET,B. Brown,A. Drummond,W. Ellington,R. Jackson,T. Maker
0,2013-10-30,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
1,2013-10-31,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
2,2013-11-02,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
3,2013-11-04,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
4,2013-11-06,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
5,2013-11-08,Box Score,GSW,H. Barnes,A. Bogut,A. Iguodala,D. Lee,K. Thompson
6,2013-11-09,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
7,2013-11-12,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
8,2013-11-14,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
9,2013-11-16,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
10,2013-11-18,Box Score,GSW,A. Bogut,S. Curry,A. Iguodala,D. Lee,K. Thompson
11,2013-11-20,Box Score,GSW,H. Barnes,A. Bogut,A. Iguodala,D. Lee,K. Thompson
12,2013-11-22,Box Score,GSW,H. Barnes,A. Bogut,A. Iguodala,D. Lee,K. Thompson
