,name,slug,year,Team,Lineup_name
2830,Tyreke Evans,evansty01,2017,SAC,T. Evans
2831,Dante Exum,exumda01,2017,UTA,D. Exum
2832,Kenneth Faried,farieke01,2017,DEN,K. Faried
2833,Jordan Farmar,farmajo01,2017,SAC,J. Farmar
2834,Derrick Favors,favorde01,2017,UTA,D. Favors
2835,Kay Felder,feldeka01,2017,CLE,K. Felder
2836,Cristiano Felício,feliccr01,2017,CHI,C. Felício
2837,Raymond Felton,feltora01,2017,LAC,R. Felton
2838,Yogi Ferrell,ferreyo01,2017,BRK,Y. Ferrell
2839,Yogi Ferrell,ferreyo01,2017,DAL,Y. Ferrell
2840,Dorian Finney-Smith,finnedo01,2017,DAL,D. Finney-Smith
2841,Bryn Forbes,forbebr01,2017,SAS,B. Forbes
2842,Evan Fournier,fournev01,2017,ORL,E. Fournier
2843,Randy Foye,foyera01,2017,BRK,R. Foye
2844,Tim Frazier,fraziti01,2017,NOP,T. Frazier
2845,Channing Frye,fryech01,2017,CLE,C. Frye
2846,Danilo Gallinari,gallida01,2017,DEN,D. Gallinari
2847,Langston Galloway,gallola01,2017,NOP,L. Galloway
2848,Langston Galloway,gallola01,2017,SAC,L. Galloway
2849,Patricio Garino,garinpa01,2017,ORL,P. Garino
2850,Marc Gasol,gasolma01,2017,MEM,M. Gasol
2851,Pau Gasol,gasolpa01,2017,SAS,P. Gasol
2852,Rudy Gay,gayru01,2017,SAC,R. Gay
2853,Michael Gbinije,gbinimi01,2017,DET,M. Gbinije
2854,Alonzo Gee,geeal01,2017,DEN,A. Gee
2855,Paul George,georgpa01,2017,IND,P. George
2856,Marcus Georges-Hunt,georgma01,2017,ORL,M. Georges-Hunt
2857,Jonathan Gibson,gibsojo01,2017,DAL,J. Gibson
2858,Taj Gibson,gibsota01,2017,CHI,T. Gibson
2859,Taj Gibson,gibsota01,2017,OKC,T. Gibson
2860,Manu Ginóbili,ginobma01,2017,SAS,M. Ginóbili
2861,Rudy Gobert,goberru01,2017,UTA,R. Gobert
2862,Archie Goodwin,goodwar01,2017,NOP,A. Goodwin
2863,Archie Goodwin,goodwar01,2017,BRK,A. Goodwin
2864,Aaron Gordon,gordoaa01,2017,ORL,A. Gordon
2865,Eric Gordon,gordoer01,2017,HOU,E. Gordon
2866,Marcin Gortat,gortama01,2017,WAS,M. Gortat
2867,Treveon Graham,grahatr01,2017,CHO,T. Graham
2868,Jerami Grant,grantje01,2017,PHI,J. Grant
2869,Jerami Grant,grantje01,2017,OKC,J. Grant
2870,Jerian Grant,grantje02,2017,CHI,J. Grant
2871,Danny Green,greenda02,2017,SAS,D. Green
2872,Draymond Green,greendr01,2017,GSW,D. Green
2873,Gerald Green,greenge01,2017,BOS,G. Green
2874,JaMychal Green,greenja01,2017,MEM,J. Green
2875,Jeff Green,greenje02,2017,ORL,J. Green
2876,Blake Griffin,griffbl01,2017,LAC,B. Griffin
2877,Justin Hamilton,hamilju01,2017,BRK,J. Hamilton
2878,A.J. Hammons,hammoaj01,2017,DAL,A. Hammons
2879,Tim Hardaway,hardati02,2017,ATL,T. Hardaway
2880,James Harden,hardeja01,2017,HOU,J. Harden
2881,Maurice Harkless,harklma01,2017,POR,M. Harkless
2882,Justin Harper,harpeju01,2017,PHI,J. Harper
2883,Montrezl Harrell,harremo01,2017,HOU,M. Harrell
2884,Devin Harris,harride01,2017,DAL,D. Harris
2885,Gary Harris,harriga01,2017,DEN,G. Harris
2886,Joe Harris,harrijo01,2017,BRK,J. Harris
2887,Manny Harris,harrima01,2017,DAL,M. Harris
2888,Tobias Harris,harrito02,2017,DET,T. Harris
2889,Aaron Harrison,harriaa01,2017,CHO,A. Harrison
2890,Andrew Harrison,harrian01,2017,MEM,A. Harrison
2891,Udonis Haslem,hasleud01,2017,MIA,U. Haslem
2892,Spencer Hawes,hawessp01,2017,CHO,S. Hawes
2893,Spencer Hawes,hawessp01,2017,MIL,S. Hawes
2894,Gordon Hayward,haywago01,2017,UTA,G. Hayward
2895,Gerald Henderson,hendege02,2017,PHI,G. Henderson
2896,John Henson,hensojo01,2017,MIL,J. Henson
2897,Juan Hernangómez,hernaju01,2017,DEN,J. Hernangómez
2898,Willy Hernangómez,hernawi01,2017,NYK,W. Hernangómez
2899,Mario Hezonja,hezonma01,2017,ORL,M. Hezonja
2900,Roy Hibbert,hibbero01,2017,CHO,R. Hibbert
2901,Roy Hibbert,hibbero01,2017,DEN,R. Hibbert
2902,Buddy Hield,hieldbu01,2017,NOP,B. Hield
2903,Buddy Hield,hieldbu01,2017,SAC,B. Hield
2904,Nenê Hilário,hilarne01,2017,HOU,N. Hilário
2905,George Hill,hillge01,2017,UTA,G. Hill
2906,Jordan Hill,hilljo01,2017,MIN,J. Hill
2907,Solomon Hill,hillso01,2017,NOP,S. Hill
2908,Darrun Hilliard,hillida01,2017,DET,D. Hilliard
2909,Jrue Holiday,holidjr01,2017,NOP,J. Holiday
2910,Justin Holiday,holidju01,2017,NYK,J. Holiday
2911,Rondae Hollis-Jefferson,holliro01,2017,BRK,R. Hollis-Jefferson
2912,Richaun Holmes,holmeri01,2017,PHI,R. Holmes
2913,Rodney Hood,hoodro01,2017,UTA,R. Hood
2914,Al Horford,horfoal01,2017,BOS,A. Horford
2915,Danuel House,houseda01,2017,WAS,D. House
2916,Dwight Howard,howardw01,2017,ATL,D. Howard
2917,Marcelo Huertas,huertma01,2017,LAL,M. Huertas
2918,Josh Huestis,huestjo01,2017,OKC,J. Huestis
2919,Kris Humphries,humphkr01,2017,ATL,K. Humphries
2920,R.J. Hunter,hunterj01,2017,CHI,R. Hunter
2921,Serge Ibaka,ibakase01,2017,ORL,S. Ibaka
2922,Serge Ibaka,ibakase01,2017,TOR,S. Ibaka
2923,Andre Iguodala,iguodan01,2017,GSW,A. Iguodala
2924,Ersan İlyasova,ilyaser01,2017,OKC,E. İlyasova
2925,Ersan İlyasova,ilyaser01,2017,PHI,E. İlyasova
2926,Ersan İlyasova,ilyaser01,2017,ATL,E. İlyasova
2927,Joe Ingles,inglejo01,2017,UTA,J. Ingles
2928,Brandon Ingram,ingrabr01,2017,LAL,B. Ingram
2929,Kyrie Irving,irvinky01,2017,CLE,K. Irving
2930,Jarrett Jack,jackja01,2017,NOP,J. Jack
2931,Demetrius Jackson,jacksde01,2017,BOS,D. Jackson
2932,Pierre Jackson,jackspi01,2017,DAL,P. Jackson
2933,Reggie Jackson,jacksre01,2017,DET,R. Jackson
2934,LeBron James,jamesle01,2017,CLE,L. James
2935,Al Jefferson,jeffeal01,2017,IND,A. Jefferson
2936,Richard Jefferson,jefferi01,2017,CLE,R. Jefferson
2937,John Jenkins,jenkijo01,2017,PHO,J. Jenkins
2938,Brandon Jennings,jennibr01,2017,NYK,B. Jennings
2939,Brandon Jennings,jennibr01,2017,WAS,B. Jennings
2940,Jonas Jerebko,jerebjo01,2017,BOS,J. Jerebko
2941,Amir Johnson,johnsam01,2017,BOS,A. Johnson
2942,Brice Johnson,johnsbr02,2017,LAC,B. Johnson
2943,James Johnson,johnsja01,2017,MIA,J. Johnson
2944,Joe Johnson,johnsjo02,2017,UTA,J. Johnson
2945,Stanley Johnson,johnsst04,2017,DET,S. Johnson
2946,Tyler Johnson,johnsty01,2017,MIA,T. Johnson
2947,Wesley Johnson,johnswe01,2017,LAC,W. Johnson
2948,Nikola Jokić,jokicni01,2017,DEN,N. Jokić
2949,Dahntay Jones,jonesda02,2017,CLE,D. Jones
2950,Damian Jones,jonesda03,2017,GSW,D. Jones
2951,Derrick Jones,jonesde02,2017,PHO,D. Jones
2952,James Jones,jonesja02,2017,CLE,J. Jones
2953,Terrence Jones,joneste01,2017,NOP,T. Jones
2954,Terrence Jones,joneste01,2017,MIL,T. Jones
2955,Tyus Jones,jonesty01,2017,MIN,T. Jones
2956,DeAndre Jordan,jordade01,2017,LAC,D. Jordan
2957,Cory Joseph,josepco01,2017,TOR,C. Joseph
2958,Frank Kaminsky,kaminfr01,2017,CHO,F. Kaminsky
2959,Enes Kanter,kanteen01,2017,OKC,E. Kanter
2960,Ryan Kelly,kellyry01,2017,ATL,R. Kelly
2961,Michael Kidd-Gilchrist,kiddgmi01,2017,CHO,M. Kidd-Gilchrist
2962,Sean Kilpatrick,kilpase01,2017,BRK,S. Kilpatrick
2963,Brandon Knight,knighbr03,2017,PHO,B. Knight
2964,Kyle Korver,korveky01,2017,ATL,K. Korver
2965,Kyle Korver,korveky01,2017,CLE,K. Korver
2966,Kosta Koufos,koufoko01,2017,SAC,K. Koufos
2967,Mindaugas Kuzminskas,kuzmimi01,2017,NYK,M. Kuzminskas
2968,Skal Labissière,labissk01,2017,SAC,S. Labissière
2969,Jeremy Lamb,lambje01,2017,CHO,J. Lamb
2970,Nicolás Laprovíttola,laproni01,2017,SAS,N. Laprovíttola
2971,Joffrey Lauvergne,lauvejo01,2017,OKC,J. Lauvergne
2972,Joffrey Lauvergne,lauvejo01,2017,CHI,J. Lauvergne
2973,Zach LaVine,lavinza01,2017,MIN,Z. LaVine
2974,Ty Lawson,lawsoty01,2017,SAC,T. Lawson
2975,Jake Layman,laymaja01,2017,POR,J. Layman
2976,Courtney Lee,leeco01,2017,NYK,C. Lee
2977,David Lee,leeda02,2017,SAS,D. Lee
2978,Alex Len,lenal01,2017,PHO,A. Len
2979,Kawhi Leonard,leonaka01,2017,SAS,K. Leonard
2980,Meyers Leonard,leoname01,2017,POR,M. Leonard
2981,Jon Leuer,leuerjo01,2017,DET,J. Leuer
2982,Caris LeVert,leverca01,2017,BRK,C. LeVert
2983,DeAndre Liggins,liggide01,2017,CLE,D. Liggins
2984,DeAndre Liggins,liggide01,2017,DAL,D. Liggins
2985,Damian Lillard,lillada01,2017,POR,D. Lillard
2986,Jeremy Lin,linje01,2017,BRK,J. Lin
2987,Shaun Livingston,livinsh01,2017,GSW,S. Livingston
2988,Shawn Long,longsh01,2017,PHI,S. Long
2989,Kevon Looney,looneke01,2017,GSW,K. Looney
2990,Brook Lopez,lopezbr01,2017,BRK,B. Lopez
2991,Robin Lopez,lopezro01,2017,CHI,R. Lopez
2992,Kevin Love,loveke01,2017,CLE,K. Love
2993,Kyle Lowry,lowryky01,2017,TOR,K. Lowry
2994,John Lucas III,lucasjo02,2017,MIN,J. Lucas
2995,Timothé Luwawu-Cabarrot,luwawti01,2017,PHI,T. Luwawu-Cabarrot
2996,Trey Lyles,lylestr01,2017,UTA,T. Lyles
2997,Sheldon Mac,mcclesh01,2017,WAS,S. Mac
2998,Shelvin Mack,macksh01,2017,UTA,S. Mack
2999,Ian Mahinmi,mahinia01,2017,WAS,I. Mahinmi
3000,Thon Maker,makerth01,2017,MIL,T. Maker
3001,Boban Marjanović,marjabo01,2017,DET,B. Marjanović
3002,Jarell Martin,martija01,2017,MEM,J. Martin
3003,Wesley Matthews,matthwe02,2017,DAL,W. Matthews
3004,Luc Mbah a Moute,mbahalu01,2017,LAC,L. Mbah a Moute
3005,James Michael McAdoo,mcadoja01,2017,GSW,J. Michael
3006,Patrick McCaw,mccawpa01,2017,GSW,P. McCaw
3007,CJ McCollum,mccolcj01,2017,POR,C. McCollum
3008,T.J. McConnell,mccontj01,2017,PHI,T. McConnell
3009,Chris McCullough,mcculch01,2017,BRK,C. McCullough
3010,Chris McCullough,mcculch01,2017,WAS,C. McCullough
3011,K.J. McDaniels,mcdankj01,2017,HOU,K. McDaniels
3012,K.J. McDaniels,mcdankj01,2017,BRK,K. McDaniels
3013,Doug McDermott,mcderdo01,2017,CHI,D. McDermott
3014,Doug McDermott,mcderdo01,2017,OKC,D. McDermott
3015,JaVale McGee,mcgeeja01,2017,GSW,J. McGee
3016,Rodney McGruder,mcgruro01,2017,MIA,R. McGruder
3017,Ben McLemore,mclembe01,2017,SAC,B. McLemore
3018,Jordan McRae,mcraejo01,2017,CLE,J. McRae
3019,Josh McRoberts,mcrobjo01,2017,MIA,J. McRoberts
3020,Jodie Meeks,meeksjo01,2017,ORL,J. Meeks
3021,Salah Mejri,mejrisa01,2017,DAL,S. Mejri
3022,Jordan Mickey,mickejo01,2017,BOS,J. Mickey
3023,Khris Middleton,middlkh01,2017,MIL,K. Middleton
3024,C.J. Miles,milescj01,2017,IND,C. Miles
3025,Mike Miller,millemi01,2017,DEN,M. Miller
3026,Patty Mills,millspa02,2017,SAS,P. Mills
3027,Elijah Millsap,millsel01,2017,PHO,E. Millsap
3028,Paul Millsap,millspa01,2017,ATL,P. Millsap
3029,Nikola Mirotić,mirotni01,2017,CHI,N. Mirotić
3030,Greg Monroe,monrogr01,2017,MIL,G. Monroe
3031,E'Twaun Moore,mooreet01,2017,NOP,E. Moore
3032,Marcus Morris,morrima03,2017,DET,M. Morris
3033,Markieff Morris,morrima02,2017,WAS,M. Morris
3034,Anthony Morrow,morroan01,2017,OKC,A. Morrow
3035,Anthony Morrow,morroan01,2017,CHI,A. Morrow
3036,Donatas Motiejūnas,motiedo01,2017,NOP,D. Motiejūnas
3037,Timofey Mozgov,mozgoti01,2017,LAL,T. Mozgov
3038,Emmanuel Mudiay,mudiaem01,2017,DEN,E. Mudiay
3039,Shabazz Muhammad,muhamsh01,2017,MIN,S. Muhammad
3040,Dejounte Murray,murrade01,2017,SAS,D. Murray
3041,Jamal Murray,murraja01,2017,DEN,J. Murray
3042,Mike Muscala,muscami01,2017,ATL,M. Muscala
3043,Larry Nance,nancela02,2017,LAL,L. Nance
3044,Shabazz Napier,napiesh01,2017,POR,S. Napier
3045,Maurice Ndour,ndourma01,2017,NYK,M. Ndour
3046,Gary Neal,nealga01,2017,ATL,G. Neal
3047,Jameer Nelson,nelsoja01,2017,DEN,J. Nelson
3048,Raul Neto,netora01,2017,UTA,R. Neto
3049,Georges Niang,niangge01,2017,IND,G. Niang
3050,Andrew Nicholson,nichoan01,2017,WAS,A. Nicholson
3051,Andrew Nicholson,nichoan01,2017,BRK,A. Nicholson
3052,Joakim Noah,noahjo01,2017,NYK,J. Noah
3053,Nerlens Noel,noelne01,2017,PHI,N. Noel
3054,Nerlens Noel,noelne01,2017,DAL,N. Noel
3055,Lucas Nogueira,noguelu01,2017,TOR,L. Nogueira
3056,Steve Novak,novakst01,2017,MIL,S. Novak
3057,Dirk Nowitzki,nowitdi01,2017,DAL,D. Nowitzki
3058,Jusuf Nurkić,nurkiju01,2017,DEN,J. Nurkić
3059,Jusuf Nurkić,nurkiju01,2017,POR,J. Nurkić
3060,David Nwaba,nwabada01,2017,LAL,D. Nwaba
3061,Johnny O'Bryant,obryajo01,2017,DEN,J. O'Bryant
3062,Johnny O'Bryant,obryajo01,2017,CHO,J. O'Bryant
3063,Kyle O'Quinn,oquinky01,2017,NYK,K. O'Quinn
3064,Daniel Ochefu,ochefda01,2017,WAS,D. Ochefu
3065,Jahlil Okafor,okafoja01,2017,PHI,J. Okafor
3066,Victor Oladipo,oladivi01,2017,OKC,V. Oladipo
3067,Kelly Olynyk,olynyke01,2017,BOS,K. Olynyk
3068,Arinze Onuaku,onuakar01,2017,ORL,A. Onuaku
3069,Chinanu Onuaku,onuakch01,2017,HOU,C. Onuaku
3070,Kelly Oubre,oubreke01,2017,WAS,K. Oubre
3071,Zaza Pachulia,pachuza01,2017,GSW,Z. Pachulia
3072,Georgios Papagiannis,papagge01,2017,SAC,G. Papagiannis
3073,Jabari Parker,parkeja01,2017,MIL,J. Parker
3074,Tony Parker,parketo01,2017,SAS,T. Parker
3075,Chandler Parsons,parsoch01,2017,MEM,C. Parsons
3076,Lamar Patterson,pattela01,2017,ATL,L. Patterson
3077,Patrick Patterson,pattepa01,2017,TOR,P. Patterson
3078,Chris Paul,paulch01,2017,LAC,C. Paul
3079,Adreian Payne,paynead01,2017,MIN,A. Payne
3080,Cameron Payne,payneca01,2017,OKC,C. Payne
3081,Cameron Payne,payneca01,2017,CHI,C. Payne
3082,Elfrid Payton,paytoel01,2017,ORL,E. Payton
3083,Gary Payton,paytoga02,2017,MIL,G. Payton
3084,Paul Pierce,piercpa01,2017,LAC,P. Pierce
3085,Marshall Plumlee,plumlma02,2017,NYK,M. Plumlee
3086,Mason Plumlee,plumlma01,2017,POR,M. Plumlee
3087,Mason Plumlee,plumlma01,2017,DEN,M. Plumlee
3088,Miles Plumlee,plumlmi01,2017,MIL,M. Plumlee
3089,Miles Plumlee,plumlmi01,2017,CHO,M. Plumlee
3090,Jakob Pöltl,poeltja01,2017,TOR,J. Pöltl
3091,Otto Porter,porteot01,2017,WAS,O. Porter
3092,Bobby Portis,portibo01,2017,CHI,B. Portis
3093,Kristaps Porziņģis,porzikr01,2017,NYK,K. Porziņģis
3094,Dwight Powell,poweldw01,2017,DAL,D. Powell
3095,Norman Powell,powelno01,2017,TOR,N. Powell
3096,Alex Poythress,poythal01,2017,PHI,A. Poythress
3097,Ronnie Price,pricero01,2017,PHO,R. Price
3098,Tim Quarterman,quartti01,2017,POR,T. Quarterman
3099,Chasson Randle,randlch01,2017,PHI,C. Randle
3100,Chasson Randle,randlch01,2017,NYK,C. Randle
3101,Julius Randle,randlju01,2017,LAL,J. Randle
3102,Zach Randolph,randoza01,2017,MEM,Z. Randolph
3103,J.J. Redick,redicjj01,2017,LAC,J. Redick
3104,Willie Reed,reedwi02,2017,MIA,W. Reed
3105,Josh Richardson,richajo01,2017,MIA,J. Richardson
3106,Malachi Richardson,richama01,2017,SAC,M. Richardson
3107,Austin Rivers,riverau01,2017,LAC,A. Rivers
3108,Andre Roberson,roberan03,2017,OKC,A. Roberson
3109,Brian Roberts,roberbr01,2017,CHO,B. Roberts
3110,Glenn Robinson,robingl02,2017,IND,G. Robinson
3111,Thomas Robinson,robinth01,2017,LAL,T. Robinson
3112,Sergio Rodríguez,rodrise01,2017,PHI,S. Rodríguez
3113,Rajon Rondo,rondora01,2017,CHI,R. Rondo
3114,Derrick Rose,rosede01,2017,NYK,D. Rose
3115,Terrence Ross,rosste01,2017,TOR,T. Ross
3116,Terrence Ross,rosste01,2017,ORL,T. Ross
3117,Terry Rozier,roziete01,2017,BOS,T. Rozier
3118,Ricky Rubio,rubiori01,2017,MIN,R. Rubio
3119,Damjan Rudež,rudezda01,2017,ORL,D. Rudež
3120,Brandon Rush,rushbr01,2017,MIN,B. Rush
3121,D'Angelo Russell,russeda01,2017,LAL,D. Russell
3122,Domantas Sabonis,sabondo01,2017,OKC,D. Sabonis
3123,Larry Sanders,sandela01,2017,CLE,L. Sanders
3124,Dario Šarić,saricda01,2017,PHI,D. Šarić
3125,Tomáš Satoranský,satorto01,2017,WAS,T. Satoranský
3126,Dennis Schröder,schrode01,2017,ATL,D. Schröder
3127,Luis Scola,scolalu01,2017,BRK,L. Scola
3128,Mike Scott,scottmi01,2017,ATL,M. Scott
3129,Thabo Sefolosha,sefolth01,2017,ATL,T. Sefolosha
3130,Wayne Selden,seldewa01,2017,NOP,W. Selden
3131,Wayne Selden,seldewa01,2017,MEM,W. Selden
3132,Kevin Séraphin,serapke01,2017,IND,K. Séraphin
3133,Ramon Sessions,sessira01,2017,CHO,R. Sessions
3134,Iman Shumpert,shumpim01,2017,CLE,I. Shumpert
3135,Pascal Siakam,siakapa01,2017,TOR,P. Siakam
3136,Jonathon Simmons,simmojo02,2017,SAS,J. Simmons
3137,Kyle Singler,singlky01,2017,OKC,K. Singler
3138,Marcus Smart,smartma01,2017,BOS,M. Smart
3139,Ish Smith,smithis01,2017,DET,I. Smith
3140,J.R. Smith,smithjr01,2017,CLE,J. Smith
3141,Jason Smith,smithja02,2017,WAS,J. Smith
3142,Tony Snell,snellto01,2017,MIL,T. Snell
3143,Marreese Speights,speigma01,2017,LAC,M. Speights
3144,Tiago Splitter,splitti01,2017,PHI,T. Splitter
3145,Nik Stauskas,stausni01,2017,PHI,N. Stauskas
3146,Lance Stephenson,stephla01,2017,NOP,L. Stephenson
3147,Lance Stephenson,stephla01,2017,MIN,L. Stephenson
3148,Lance Stephenson,stephla01,2017,IND,L. Stephenson
3149,Jarnell Stokes,stokeja01,2017,DEN,J. Stokes
3150,Diamond Stone,stonedi01,2017,LAC,D. Stone
3151,Rodney Stuckey,stuckro01,2017,IND,R. Stuckey
3152,Jared Sullinger,sullija01,2017,TOR,J. Sullinger
3153,Edy Tavares,tavarwa01,2017,ATL,E. Tavares
3154,Edy Tavares,tavarwa01,2017,CLE,E. Tavares
3155,Isaiah Taylor,taylois01,2017,HOU,I. Taylor
3156,Jeff Teague,teaguje01,2017,IND,J. Teague
3157,Mirza Teletović,teletmi01,2017,MIL,M. Teletović
3158,Garrett Temple,templga01,2017,SAC,G. Temple
3159,Jason Terry,terryja01,2017,MIL,J. Terry
3160,Isaiah Thomas,thomais02,2017,BOS,I. Thomas
3161,Lance Thomas,thomala01,2017,NYK,L. Thomas
3162,Hollis Thompson,thompho01,2017,PHI,H. Thompson
3163,Hollis Thompson,thompho01,2017,NOP,H. Thompson
3164,Klay Thompson,thompkl01,2017,GSW,K. Thompson
3165,Tristan Thompson,thomptr01,2017,CLE,T. Thompson
3166,Marcus Thornton,thornma01,2017,WAS,M. Thornton
3167,Mike Tobey,tobeymi01,2017,CHO,M. Tobey
3168,Anthony Tolliver,tollian01,2017,SAC,A. Tolliver
3169,Axel Toupane,toupaax01,2017,MIL,A. Toupane
3170,Axel Toupane,toupaax01,2017,NOP,A. Toupane
3171,Karl-Anthony Towns,townska01,2017,MIN,K. Towns
3172,P.J. Tucker,tuckepj01,2017,PHO,P. Tucker
3173,P.J. Tucker,tuckepj01,2017,TOR,P. Tucker
3174,Evan Turner,turneev01,2017,POR,E. Turner
3175,Myles Turner,turnemy01,2017,IND,M. Turner
3176,Beno Udrih,udrihbe01,2017,DET,B. Udrih
3177,Tyler Ulis,ulisty01,2017,PHO,T. Ulis
3178,Jarrod Uthoff,uthofja01,2017,DAL,J. Uthoff
3179,Jonas Valančiūnas,valanjo01,2017,TOR,J. Valančiūnas
3180,Denzel Valentine,valende01,2017,CHI,D. Valentine
3181,Fred VanVleet,vanvlfr01,2017,TOR,F. VanVleet
3182,Anderson Varejão,varejan01,2017,GSW,A. Varejão
3183,Greivis Vásquez,vasqugr01,2017,BRK,G. Vásquez
3184,Rashad Vaughn,vaughra01,2017,MIL,R. Vaughn
3185,Noah Vonleh,vonleno01,2017,POR,N. Vonleh
3186,Nikola Vučević,vucevni01,2017,ORL,N. Vučević
3187,Sasha Vujačić,vujacsa01,2017,NYK,S. Vujačić
3188,Dwyane Wade,wadedw01,2017,CHI,D. Wade
3189,Dion Waiters,waitedi01,2017,MIA,D. Waiters
3190,Kemba Walker,walkeke02,2017,CHO,K. Walker
3191,John Wall,walljo01,2017,WAS,J. Wall
3192,Taurean Waller-Prince,princta02,2017,ATL,T. Waller-Prince
3193,T.J. Warren,warretj01,2017,PHO,T. Warren
3194,C.J. Watson,watsocj01,2017,ORL,C. Watson
3195,Briante Weber,weberbr01,2017,GSW,B. Weber
3196,Briante Weber,weberbr01,2017,CHO,B. Weber
3197,David West,westda01,2017,GSW,D. West
3198,Russell Westbrook,westbru01,2017,OKC,R. Westbrook
3199,Okaro White,whiteok01,2017,MIA,O. White
3200,Isaiah Whitehead,whiteis01,2017,BRK,I. Whitehead
3201,Hassan Whiteside,whiteha01,2017,MIA,H. Whiteside
3202,Andrew Wiggins,wiggian01,2017,MIN,A. Wiggins
3203,C.J. Wilcox,wilcocj01,2017,ORL,C. Wilcox
3204,Alan Williams,willial03,2017,PHO,A. Williams
3205,Deron Williams,willide01,2017,DAL,D. Williams
3206,Deron Williams,willide01,2017,CLE,D. Williams
3207,Derrick Williams,willide02,2017,MIA,D. Williams
3208,Derrick Williams,willide02,2017,CLE,D. Williams
3209,Lou Williams,willilo02,2017,LAL,L. Williams
3210,Lou Williams,willilo02,2017,HOU,L. Williams
3211,Marvin Williams,willima02,2017,CHO,M. Williams
3212,Reggie Williams,willire02,2017,NOP,R. Williams
3213,Troy Williams,willitr02,2017,MEM,T. Williams
3214,Troy Williams,willitr02,2017,HOU,T. Williams
3215,Kyle Wiltjer,wiltjky01,2017,HOU,K. Wiltjer
3216,Justise Winslow,winslju01,2017,MIA,J. Winslow
3217,Jeff Withey,witheje01,2017,UTA,J. Withey
3218,Christian Wood,woodch01,2017,CHO,C. Wood
3219,Metta World Peace,artesro01,2017,LAL,M. World
3220,Brandan Wright,wrighbr03,2017,MEM,B. Wright
3221,Delon Wright,wrighde01,2017,TOR,D. Wright
3222,James Young,youngja01,2017,BOS,J. Young
3223,Joe Young,youngjo01,2017,IND,J. Young
3224,Nick Young,youngni01,2017,LAL,N. Young
3225,Thaddeus Young,youngth01,2017,IND,T. Young
3226,Cody Zeller,zelleco01,2017,CHO,C. Zeller
3227,Tyler Zeller,zellety01,2017,BOS,T. Zeller
3228,Stephen Zimmerman,zimmest01,2017,ORL,S. Zimmerman
3229,Paul Zipser,zipsepa01,2017,CHI,P. Zipser
3230,Ivica Zubac,zubaciv01,2017,LAL,I. Zubac
3231,Álex Abrines,abrinal01,2018,OKC,Á. Abrines
3232,Quincy Acy,acyqu01,2018,BRK,Q. Acy
3233,Steven Adams,adamsst01,2018,OKC,S. Adams
3234,Bam Adebayo,adebaba01,2018,MIA,B. Adebayo
3235,Arron Afflalo,afflaar01,2018,ORL,A. Afflalo
3236,Cole Aldrich,aldrico01,2018,MIN,C. Aldrich
3237,LaMarcus Aldridge,aldrila01,2018,SAS,L. Aldridge
3238,Jarrett Allen,allenja01,2018,BRK,J. Allen
3239,Kadeem Allen,allenka01,2018,BOS,K. Allen
3240,Tony Allen,allento01,2018,NOP,T. Allen
3241,Al-Farouq Aminu,aminual01,2018,POR,A. Aminu
3242,Justin Anderson,anderju01,2018,PHI,J. Anderson
3243,Kyle Anderson,anderky01,2018,SAS,K. Anderson
3244,Ryan Anderson,anderry01,2018,HOU,R. Anderson
3245,Ike Anigbogu,anigbik01,2018,IND,I. Anigbogu
3246,Giannis Antetokounmpo,antetgi01,2018,MIL,G. Antetokounmpo
3247,Carmelo Anthony,anthoca01,2018,OKC,C. Anthony
3248,OG Anunoby,anunoog01,2018,TOR,O. Anunoby
3249,Ryan Arcidiacono,arcidry01,2018,CHI,R. Arcidiacono
3250,Trevor Ariza,arizatr01,2018,HOU,T. Ariza
3251,Darrell Arthur,arthuda01,2018,DEN,D. Arthur
3252,Jamel Artis,artisja01,2018,ORL,J. Artis
3253,Ömer Aşık,asikom01,2018,NOP,Ö. Aşık
3254,Ömer Aşık,asikom01,2018,CHI,Ö. Aşık
3255,D.J. Augustin,augusdj01,2018,ORL,D. Augustin
3256,Luke Babbitt,babbilu01,2018,ATL,L. Babbitt
3257,Luke Babbitt,babbilu01,2018,MIA,L. Babbitt
3258,Dwayne Bacon,bacondw01,2018,CHO,D. Bacon
3259,Ron Baker,bakerro01,2018,NYK,R. Baker
3260,Wade Baldwin,baldwwa01,2018,POR,W. Baldwin
3261,Lonzo Ball,balllo01,2018,LAL,L. Ball
3262,J.J. Barea,bareajo01,2018,DAL,J. Barea
3263,Harrison Barnes,barneha02,2018,DAL,H. Barnes
3264,Will Barton,bartowi01,2018,DEN,W. Barton
3265,Nicolas Batum,batumni01,2018,CHO,N. Batum
3266,Jerryd Bayless,bayleje01,2018,PHI,J. Bayless
3267,Aron Baynes,baynear01,2018,BOS,A. Baynes
3268,Kent Bazemore,bazemke01,2018,ATL,K. Bazemore
3269,Bradley Beal,bealbr01,2018,WAS,B. Beal
3270,Malik Beasley,beaslma01,2018,DEN,M. Beasley
3271,Michael Beasley,beaslmi01,2018,NYK,M. Beasley
3272,Marco Belinelli,belinma01,2018,ATL,M. Belinelli
3273,Marco Belinelli,belinma01,2018,PHI,M. Belinelli
3274,Jordan Bell,belljo01,2018,GSW,J. Bell
3275,DeAndre' Bembry,bembrde01,2018,ATL,D. Bembry
3276,Dragan Bender,bendedr01,2018,PHO,D. Bender
